timestamp,temperature,wind_speed,cloud_cover,irradiance,cloud_cover_frac
2023-01-01 00:00:00,-2.8,25.6,100,41.0,1.0
2023-01-01 01:00:00,-2.5,25.9,90,50.0,0.9
2023-01-01 02:00:00,-2.6,26.7,60,86.0,0.6
2023-01-01 03:00:00,-2.7,27.8,24,151.0,0.24
2023-01-01 04:00:00,-2.7,30.4,16,228.0,0.16
2023-01-01 05:00:00,-2.7,30.1,4,322.0,0.04
2023-01-01 06:00:00,-2.6,30.4,32,425.0,0.32
2023-01-01 07:00:00,-2.3,31.3,49,518.0,0.49
2023-01-01 08:00:00,-2.1,31.8,89,614.0,0.89
2023-01-01 09:00:00,-1.8,31.9,99,643.0,0.99
2023-01-01 10:00:00,-1.6,33.6,100,640.0,1.0
2023-01-01 11:00:00,-1.7,32.8,100,746.0,1.0
2023-01-01 12:00:00,-1.7,32.3,91,713.0,0.91
2023-01-01 13:00:00,-1.6,32.3,92,687.0,0.92
2023-01-01 14:00:00,-1.5,31.9,69,674.0,0.69
2023-01-01 15:00:00,-1.7,30.0,80,638.0,0.8
2023-01-01 16:00:00,-1.7,29.0,81,569.0,0.81
2023-01-01 17:00:00,-1.9,27.7,86,461.0,0.86
2023-01-01 18:00:00,-2.0,26.7,100,353.0,1.0
2023-01-01 19:00:00,-2.0,26.9,100,227.0,1.0
2023-01-01 20:00:00,-2.3,26.9,100,144.0,1.0
2023-01-01 21:00:00,-2.5,26.8,100,92.0,1.0
2023-01-01 22:00:00,-2.8,26.4,100,57.0,1.0
2023-01-01 23:00:00,-2.9,26.6,100,39.0,1.0
2023-01-02 00:00:00,-3.1,27.7,100,34.0,1.0
2023-01-02 01:00:00,-2.9,28.2,100,45.0,1.0
2023-01-02 02:00:00,-2.9,29.0,100,67.0,1.0
2023-01-02 03:00:00,-2.8,30.1,100,104.0,1.0
2023-01-02 04:00:00,-2.7,30.8,100,164.0,1.0
2023-01-02 05:00:00,-2.6,31.3,100,249.0,1.0
2023-01-02 06:00:00,-2.6,30.8,91,363.0,0.91
2023-01-02 07:00:00,-2.3,31.3,88,485.0,0.88
2023-01-02 08:00:00,-2.0,32.5,55,590.0,0.55
2023-01-02 09:00:00,-1.9,32.7,36,686.0,0.36
2023-01-02 10:00:00,-1.8,32.0,46,753.0,0.46
2023-01-02 11:00:00,-1.7,31.2,48,790.0,0.48
2023-01-02 12:00:00,-1.5,28.5,49,787.0,0.49
2023-01-02 13:00:00,-1.4,27.1,32,772.0,0.32
2023-01-02 14:00:00,-1.5,25.8,19,725.0,0.19
2023-01-02 15:00:00,-1.5,25.7,17,664.0,0.17
2023-01-02 16:00:00,-1.7,25.7,10,578.0,0.1
2023-01-02 17:00:00,-1.9,25.0,0,480.0,0.0
2023-01-02 18:00:00,-2.2,25.3,15,375.0,0.15
2023-01-02 19:00:00,-2.6,26.6,46,274.0,0.46
2023-01-02 20:00:00,-2.9,27.1,88,184.0,0.88
2023-01-02 21:00:00,-3.3,27.9,100,114.0,1.0
2023-01-02 22:00:00,-3.5,28.8,100,65.0,1.0
2023-01-02 23:00:00,-3.6,29.6,76,44.0,0.76
2023-01-03 00:00:00,-3.5,29.5,48,41.0,0.48
2023-01-03 01:00:00,-3.4,30.1,100,56.0,1.0
2023-01-03 02:00:00,-3.3,31.1,99,83.0,0.99
2023-01-03 03:00:00,-3.2,32.2,96,130.0,0.96
2023-01-03 04:00:00,-3.1,32.7,98,204.0,0.98
2023-01-03 05:00:00,-2.9,33.5,98,301.0,0.98
2023-01-03 06:00:00,-2.8,33.7,97,389.0,0.97
2023-01-03 07:00:00,-2.7,33.2,49,505.0,0.49
2023-01-03 08:00:00,-2.4,31.9,37,617.0,0.37
2023-01-03 09:00:00,-2.1,31.8,58,691.0,0.58
2023-01-03 10:00:00,-1.8,31.3,69,745.0,0.69
2023-01-03 11:00:00,-1.6,30.6,77,784.0,0.77
2023-01-03 12:00:00,-1.3,29.5,82,789.0,0.82
2023-01-03 13:00:00,-1.2,27.7,91,752.0,0.91
2023-01-03 14:00:00,-1.0,26.5,77,700.0,0.77
2023-01-03 15:00:00,-1.1,25.0,66,624.0,0.66
2023-01-03 16:00:00,-1.2,23.9,66,535.0,0.66
2023-01-03 17:00:00,-1.6,21.3,67,452.0,0.67
2023-01-03 18:00:00,-1.8,20.2,74,344.0,0.74
2023-01-03 19:00:00,-2.1,20.6,65,254.0,0.65
2023-01-03 20:00:00,-2.6,21.2,48,174.0,0.48
2023-01-03 21:00:00,-3.4,21.4,36,113.0,0.36
2023-01-03 22:00:00,-3.8,21.9,30,71.0,0.3
2023-01-03 23:00:00,-3.8,21.5,27,46.0,0.27
2023-01-04 00:00:00,-3.8,22.1,26,41.0,0.26
2023-01-04 01:00:00,-3.6,21.3,45,52.0,0.45
2023-01-04 02:00:00,-3.7,21.3,55,83.0,0.55
2023-01-04 03:00:00,-3.7,21.6,52,138.0,0.52
2023-01-04 04:00:00,-3.6,21.1,41,213.0,0.41
2023-01-04 05:00:00,-3.4,20.3,7,309.0,0.07
2023-01-04 06:00:00,-3.0,19.2,0,417.0,0.0
2023-01-04 07:00:00,-2.6,16.9,0,522.0,0.0
2023-01-04 08:00:00,-2.1,14.0,0,619.0,0.0
2023-01-04 09:00:00,-1.6,10.6,0,702.0,0.0
2023-01-04 10:00:00,-1.2,7.2,0,765.0,0.0
2023-01-04 11:00:00,-1.0,3.1,0,802.0,0.0
2023-01-04 12:00:00,-0.8,5.4,0,811.0,0.0
2023-01-04 13:00:00,-0.9,3.1,0,790.0,0.0
2023-01-04 14:00:00,-1.1,2.4,0,743.0,0.0
2023-01-04 15:00:00,-1.5,5.4,0,673.0,0.0
2023-01-04 16:00:00,-2.2,7.0,0,585.0,0.0
2023-01-04 17:00:00,-3.1,7.3,0,485.0,0.0
2023-01-04 18:00:00,-4.1,7.5,0,381.0,0.0
2023-01-04 19:00:00,-4.1,6.6,0,280.0,0.0
2023-01-04 20:00:00,-3.6,6.6,0,192.0,0.0
2023-01-04 21:00:00,-6.3,10.7,0,122.0,0.0
2023-01-04 22:00:00,-6.6,14.0,0,74.0,0.0
2023-01-04 23:00:00,-7.2,17.3,0,48.0,0.0
2023-01-05 00:00:00,-7.4,19.9,0,43.0,0.0
2023-01-05 01:00:00,-6.2,18.8,0,55.0,0.0
2023-01-05 02:00:00,-5.7,18.6,0,89.0,0.0
2023-01-05 03:00:00,-5.4,17.8,0,146.0,0.0
2023-01-05 04:00:00,-5.1,17.5,0,224.0,0.0
2023-01-05 05:00:00,-4.6,16.8,0,319.0,0.0
2023-01-05 06:00:00,-4.0,16.2,2,422.0,0.02
2023-01-05 07:00:00,-3.5,17.9,4,527.0,0.04
2023-01-05 08:00:00,-3.2,18.6,1,623.0,0.01
2023-01-05 09:00:00,-2.9,17.7,0,705.0,0.0
2023-01-05 10:00:00,-2.7,17.6,0,766.0,0.0
2023-01-05 11:00:00,-2.6,17.6,0,802.0,0.0
2023-01-05 12:00:00,-2.3,14.3,0,810.0,0.0
2023-01-05 13:00:00,-2.4,13.1,0,789.0,0.0
2023-01-05 14:00:00,-2.4,12.9,0,741.0,0.0
2023-01-05 15:00:00,-2.5,12.7,0,670.0,0.0
2023-01-05 16:00:00,-2.8,13.6,0,581.0,0.0
2023-01-05 17:00:00,-3.3,14.9,0,480.0,0.0
2023-01-05 18:00:00,-4.0,15.8,0,377.0,0.0
2023-01-05 19:00:00,-4.7,16.6,0,277.0,0.0
2023-01-05 20:00:00,-5.4,17.3,0,189.0,0.0
2023-01-05 21:00:00,-5.9,18.2,0,119.0,0.0
2023-01-05 22:00:00,-6.1,18.9,0,71.0,0.0
2023-01-05 23:00:00,-6.4,19.5,0,46.0,0.0
2023-01-06 00:00:00,-6.2,19.2,0,40.0,0.0
2023-01-06 01:00:00,-5.9,19.2,0,53.0,0.0
2023-01-06 02:00:00,-6.1,19.8,0,87.0,0.0
2023-01-06 03:00:00,-6.0,19.9,0,143.0,0.0
2023-01-06 04:00:00,-5.5,19.0,0,220.0,0.0
2023-01-06 05:00:00,-4.9,18.7,0,314.0,0.0
2023-01-06 06:00:00,-4.3,19.0,0,418.0,0.0
2023-01-06 07:00:00,-3.8,19.9,0,522.0,0.0
2023-01-06 08:00:00,-3.4,20.1,0,620.0,0.0
2023-01-06 09:00:00,-3.1,20.2,0,703.0,0.0
2023-01-06 10:00:00,-2.8,19.0,0,764.0,0.0
2023-01-06 11:00:00,-2.6,17.2,0,800.0,0.0
2023-01-06 12:00:00,-2.6,14.0,0,809.0,0.0
2023-01-06 13:00:00,-2.4,11.3,0,789.0,0.0
2023-01-06 14:00:00,-2.4,8.8,0,741.0,0.0
2023-01-06 15:00:00,-2.6,7.3,0,670.0,0.0
2023-01-06 16:00:00,-3.1,7.4,0,581.0,0.0
2023-01-06 17:00:00,-3.8,9.5,0,481.0,0.0
2023-01-06 18:00:00,-4.5,11.3,0,377.0,0.0
2023-01-06 19:00:00,-5.1,13.2,20,276.0,0.2
2023-01-06 20:00:00,-5.6,15.3,0,187.0,0.0
2023-01-06 21:00:00,-5.9,18.1,0,117.0,0.0
2023-01-06 22:00:00,-5.9,19.9,1,70.0,0.01
2023-01-06 23:00:00,-6.3,22.0,29,44.0,0.29
2023-01-07 00:00:00,-6.1,22.0,46,37.0,0.46
2023-01-07 01:00:00,-5.7,23.0,90,47.0,0.9
2023-01-07 02:00:00,-5.5,22.7,85,78.0,0.85
2023-01-07 03:00:00,-5.4,22.6,98,129.0,0.98
2023-01-07 04:00:00,-4.5,21.8,100,178.0,1.0
2023-01-07 05:00:00,-3.9,18.9,100,264.0,1.0
2023-01-07 06:00:00,-3.4,18.2,100,376.0,1.0
2023-01-07 07:00:00,-3.1,21.5,100,501.0,1.0
2023-01-07 08:00:00,-2.8,21.4,98,599.0,0.98
2023-01-07 09:00:00,-2.4,20.0,97,679.0,0.97
2023-01-07 10:00:00,-2.0,18.1,100,736.0,1.0
2023-01-07 11:00:00,-1.7,15.8,100,760.0,1.0
2023-01-07 12:00:00,-1.5,10.5,95,771.0,0.95
2023-01-07 13:00:00,-1.4,9.5,90,754.0,0.9
2023-01-07 14:00:00,-1.5,8.0,78,720.0,0.78
2023-01-07 15:00:00,-1.9,6.3,80,654.0,0.8
2023-01-07 16:00:00,-2.4,4.3,50,567.0,0.5
2023-01-07 17:00:00,-3.2,5.9,27,469.0,0.27
2023-01-07 18:00:00,-4.4,8.0,0,366.0,0.0
2023-01-07 19:00:00,-5.2,10.9,0,272.0,0.0
2023-01-07 20:00:00,-5.7,14.0,0,184.0,0.0
2023-01-07 21:00:00,-6.5,16.2,0,115.0,0.0
2023-01-07 22:00:00,-7.2,18.0,0,68.0,0.0
2023-01-07 23:00:00,-7.3,18.0,0,43.0,0.0
2023-01-08 00:00:00,-7.1,19.5,0,37.0,0.0
2023-01-08 01:00:00,-6.5,18.2,0,49.0,0.0
2023-01-08 02:00:00,-6.4,18.7,0,83.0,0.0
2023-01-08 03:00:00,-6.1,20.3,0,139.0,0.0
2023-01-08 04:00:00,-5.7,20.7,0,217.0,0.0
2023-01-08 05:00:00,-5.3,21.5,0,312.0,0.0
2023-01-08 06:00:00,-4.9,22.3,0,416.0,0.0
2023-01-08 07:00:00,-4.6,23.4,0,521.0,0.0
2023-01-08 08:00:00,-4.5,23.5,0,619.0,0.0
2023-01-08 09:00:00,-4.5,22.1,0,700.0,0.0
2023-01-08 10:00:00,-4.4,20.1,0,761.0,0.0
2023-01-08 11:00:00,-4.2,17.4,3,798.0,0.03
2023-01-08 12:00:00,-4.3,18.2,9,807.0,0.09
2023-01-08 13:00:00,-4.2,14.7,6,786.0,0.06
2023-01-08 14:00:00,-4.1,10.1,0,740.0,0.0
2023-01-08 15:00:00,-4.2,9.2,0,671.0,0.0
2023-01-08 16:00:00,-4.6,11.0,0,583.0,0.0
2023-01-08 17:00:00,-5.2,12.1,0,482.0,0.0
2023-01-08 18:00:00,-6.0,12.2,0,377.0,0.0
2023-01-08 19:00:00,-6.8,13.6,0,276.0,0.0
2023-01-08 20:00:00,-7.4,14.8,0,187.0,0.0
2023-01-08 21:00:00,-7.9,15.6,0,116.0,0.0
2023-01-08 22:00:00,-8.1,17.0,0,67.0,0.0
2023-01-08 23:00:00,-8.2,17.7,0,42.0,0.0
2023-01-09 00:00:00,-7.4,19.8,0,36.0,0.0
2023-01-09 01:00:00,-6.8,21.4,0,47.0,0.0
2023-01-09 02:00:00,-6.8,23.2,0,79.0,0.0
2023-01-09 03:00:00,-7.0,25.3,0,135.0,0.0
2023-01-09 04:00:00,-6.8,25.5,0,212.0,0.0
2023-01-09 05:00:00,-6.4,24.3,0,306.0,0.0
2023-01-09 06:00:00,-6.0,23.7,0,410.0,0.0
2023-01-09 07:00:00,-5.6,22.9,0,514.0,0.0
2023-01-09 08:00:00,-5.2,22.2,0,612.0,0.0
2023-01-09 09:00:00,-4.9,19.8,0,695.0,0.0
2023-01-09 10:00:00,-4.6,16.2,0,758.0,0.0
2023-01-09 11:00:00,-4.3,10.6,0,795.0,0.0
2023-01-09 12:00:00,-4.2,5.8,0,806.0,0.0
2023-01-09 13:00:00,-3.9,1.8,0,787.0,0.0
2023-01-09 14:00:00,-3.9,2.3,0,741.0,0.0
2023-01-09 15:00:00,-4.2,2.6,0,671.0,0.0
2023-01-09 16:00:00,-3.9,1.6,0,582.0,0.0
2023-01-09 17:00:00,-4.2,3.5,0,481.0,0.0
2023-01-09 18:00:00,-6.0,5.9,0,375.0,0.0
2023-01-09 19:00:00,-6.7,6.4,2,273.0,0.02
2023-01-09 20:00:00,-8.5,9.4,38,183.0,0.38
2023-01-09 21:00:00,-8.9,11.2,0,113.0,0.0
2023-01-09 22:00:00,-9.1,12.6,3,65.0,0.03
2023-01-09 23:00:00,-9.3,15.9,0,39.0,0.0
2023-01-10 00:00:00,-8.8,10.5,9,33.0,0.09
2023-01-10 01:00:00,-8.4,12.6,0,44.0,0.0
2023-01-10 02:00:00,-9.1,15.5,0,75.0,0.0
2023-01-10 03:00:00,-8.7,18.7,0,130.0,0.0
2023-01-10 04:00:00,-7.7,17.9,0,207.0,0.0
2023-01-10 05:00:00,-7.1,16.4,0,301.0,0.0
2023-01-10 06:00:00,-6.5,15.9,0,404.0,0.0
2023-01-10 07:00:00,-6.0,15.8,0,508.0,0.0
2023-01-10 08:00:00,-5.6,15.6,0,605.0,0.0
2023-01-10 09:00:00,-5.5,17.2,0,689.0,0.0
2023-01-10 10:00:00,-5.3,17.4,11,752.0,0.11
2023-01-10 11:00:00,-5.1,15.8,31,787.0,0.31
2023-01-10 12:00:00,-4.9,14.5,57,791.0,0.57
2023-01-10 13:00:00,-4.8,13.6,37,774.0,0.37
2023-01-10 14:00:00,-4.8,13.0,33,729.0,0.33
2023-01-10 15:00:00,-4.8,13.6,28,656.0,0.28
2023-01-10 16:00:00,-5.2,14.3,3,572.0,0.03
2023-01-10 17:00:00,-5.7,15.5,0,471.0,0.0
2023-01-10 18:00:00,-6.2,17.0,0,366.0,0.0
2023-01-10 19:00:00,-6.9,18.4,0,265.0,0.0
2023-01-10 20:00:00,-7.4,19.9,6,176.0,0.06
2023-01-10 21:00:00,-7.9,21.1,7,106.0,0.07
2023-01-10 22:00:00,-8.3,21.9,7,60.0,0.07
2023-01-10 23:00:00,-8.6,22.4,8,36.0,0.08
2023-01-11 00:00:00,-8.4,21.7,10,30.0,0.1
2023-01-11 01:00:00,-8.1,22.4,13,41.0,0.13
2023-01-11 02:00:00,-8.1,24.2,9,71.0,0.09
2023-01-11 03:00:00,-8.0,25.0,5,124.0,0.05
2023-01-11 04:00:00,-7.8,25.9,25,199.0,0.25
2023-01-11 05:00:00,-7.4,26.2,51,289.0,0.51
2023-01-11 06:00:00,-7.0,25.9,99,384.0,0.99
2023-01-11 07:00:00,-6.2,25.6,91,430.0,0.91
2023-01-11 08:00:00,-5.6,24.5,86,506.0,0.86
2023-01-11 09:00:00,-5.4,23.7,70,622.0,0.7
2023-01-11 10:00:00,-5.3,24.0,77,708.0,0.77
2023-01-11 11:00:00,-5.2,23.7,94,756.0,0.94
2023-01-11 12:00:00,-4.9,25.1,100,758.0,1.0
2023-01-11 13:00:00,-4.8,24.8,100,651.0,1.0
2023-01-11 14:00:00,-4.9,24.4,100,637.0,1.0
2023-01-11 15:00:00,-5.2,24.7,100,579.0,1.0
2023-01-11 16:00:00,-5.5,24.6,98,512.0,0.98
2023-01-11 17:00:00,-5.9,24.2,89,435.0,0.89
2023-01-11 18:00:00,-6.4,24.2,65,344.0,0.65
2023-01-11 19:00:00,-6.8,24.5,70,245.0,0.7
2023-01-11 20:00:00,-7.1,24.3,92,159.0,0.92
2023-01-11 21:00:00,-7.5,23.8,93,94.0,0.93
2023-01-11 22:00:00,-7.8,23.5,96,51.0,0.96
2023-01-11 23:00:00,-8.2,23.4,99,30.0,0.99
2023-01-12 00:00:00,-7.8,20.6,92,24.0,0.92
2023-01-12 01:00:00,-7.5,19.9,60,33.0,0.6
2023-01-12 02:00:00,-7.8,19.1,46,63.0,0.46
2023-01-12 03:00:00,-7.7,18.1,47,118.0,0.47
2023-01-12 04:00:00,-7.4,18.8,52,195.0,0.52
2023-01-12 05:00:00,-7.1,20.7,43,286.0,0.43
2023-01-12 06:00:00,-6.9,21.6,45,390.0,0.45
2023-01-12 07:00:00,-6.6,21.0,64,493.0,0.64
2023-01-12 08:00:00,-6.1,19.2,74,586.0,0.74
2023-01-12 09:00:00,-5.8,18.9,95,673.0,0.95
2023-01-12 10:00:00,-5.4,18.5,99,738.0,0.99
2023-01-12 11:00:00,-5.2,18.4,99,776.0,0.99
2023-01-12 12:00:00,-5.0,17.3,100,782.0,1.0
2023-01-12 13:00:00,-4.9,17.7,100,762.0,1.0
2023-01-12 14:00:00,-4.9,17.8,100,707.0,1.0
2023-01-12 15:00:00,-5.2,18.5,100,637.0,1.0
2023-01-12 16:00:00,-5.8,21.3,100,546.0,1.0
2023-01-12 17:00:00,-6.3,24.0,100,449.0,1.0
2023-01-12 18:00:00,-6.7,23.6,100,340.0,1.0
2023-01-12 19:00:00,-7.1,16.2,99,242.0,0.99
2023-01-12 20:00:00,-7.7,17.9,100,149.0,1.0
2023-01-12 21:00:00,-7.5,19.1,99,90.0,0.99
2023-01-12 22:00:00,-8.0,21.1,97,51.0,0.97
2023-01-12 23:00:00,-8.0,24.1,98,29.0,0.98
2023-01-13 00:00:00,-8.3,21.8,94,24.0,0.94
2023-01-13 01:00:00,-7.8,23.6,31,36.0,0.31
2023-01-13 02:00:00,-7.6,25.7,30,67.0,0.3
2023-01-13 03:00:00,-7.5,27.3,40,121.0,0.4
2023-01-13 04:00:00,-7.2,28.4,57,193.0,0.57
2023-01-13 05:00:00,-6.9,28.4,38,286.0,0.38
2023-01-13 06:00:00,-6.6,27.4,36,389.0,0.36
2023-01-13 07:00:00,-6.1,25.8,68,493.0,0.68
2023-01-13 08:00:00,-5.7,24.6,77,589.0,0.77
2023-01-13 09:00:00,-5.2,23.7,76,666.0,0.76
2023-01-13 10:00:00,-4.9,22.7,40,735.0,0.4
2023-01-13 11:00:00,-4.7,21.9,42,775.0,0.42
2023-01-13 12:00:00,-4.7,19.5,23,784.0,0.23
2023-01-13 13:00:00,-4.5,18.1,0,770.0,0.0
2023-01-13 14:00:00,-4.5,16.6,0,725.0,0.0
2023-01-13 15:00:00,-4.6,15.6,1,656.0,0.01
2023-01-13 16:00:00,-4.9,14.1,19,569.0,0.19
2023-01-13 17:00:00,-5.6,12.5,18,469.0,0.18
2023-01-13 18:00:00,-6.4,12.6,1,364.0,0.01
2023-01-13 19:00:00,-7.3,14.2,0,263.0,0.0
2023-01-13 20:00:00,-7.7,15.0,0,174.0,0.0
2023-01-13 21:00:00,-8.5,18.4,0,104.0,0.0
2023-01-13 22:00:00,-10.7,22.6,0,56.0,0.0
2023-01-13 23:00:00,-9.1,23.1,0,31.0,0.0
2023-01-14 00:00:00,-7.9,23.5,0,24.0,0.0
2023-01-14 01:00:00,-7.7,22.8,0,35.0,0.0
2023-01-14 02:00:00,-7.5,24.6,3,65.0,0.03
2023-01-14 03:00:00,-7.1,25.5,4,118.0,0.04
2023-01-14 04:00:00,-6.8,24.6,1,194.0,0.01
2023-01-14 05:00:00,-6.5,23.8,3,285.0,0.03
2023-01-14 06:00:00,-6.0,22.3,4,390.0,0.04
2023-01-14 07:00:00,-5.4,21.2,0,496.0,0.0
2023-01-14 08:00:00,-4.8,19.5,0,596.0,0.0
2023-01-14 09:00:00,-4.0,16.9,0,680.0,0.0
2023-01-14 10:00:00,-3.5,15.5,13,742.0,0.13
2023-01-14 11:00:00,-3.0,14.4,18,779.0,0.18
2023-01-14 12:00:00,-3.0,12.3,1,788.0,0.01
2023-01-14 13:00:00,-2.7,11.2,8,768.0,0.08
2023-01-14 14:00:00,-2.8,10.4,2,721.0,0.02
2023-01-14 15:00:00,-3.1,11.5,9,647.0,0.09
2023-01-14 16:00:00,-3.8,13.8,28,560.0,0.28
2023-01-14 17:00:00,-4.5,15.5,46,458.0,0.46
2023-01-14 18:00:00,-5.0,16.9,26,352.0,0.26
2023-01-14 19:00:00,-5.5,18.4,0,253.0,0.0
2023-01-14 20:00:00,-6.1,20.2,0,166.0,0.0
2023-01-14 21:00:00,-6.9,22.6,0,98.0,0.0
2023-01-14 22:00:00,-7.3,24.7,0,51.0,0.0
2023-01-14 23:00:00,-7.1,27.1,1,28.0,0.01
2023-01-15 00:00:00,-6.2,27.7,21,22.0,0.21
2023-01-15 01:00:00,-5.3,27.1,95,28.0,0.95
2023-01-15 02:00:00,-4.6,26.7,100,50.0,1.0
2023-01-15 03:00:00,-4.0,26.1,100,90.0,1.0
2023-01-15 04:00:00,-3.4,24.8,100,144.0,1.0
2023-01-15 05:00:00,-2.6,22.6,100,208.0,1.0
2023-01-15 06:00:00,-1.9,23.0,100,309.0,1.0
2023-01-15 07:00:00,-1.6,21.7,100,425.0,1.0
2023-01-15 08:00:00,-1.0,22.3,100,510.0,1.0
2023-01-15 09:00:00,-0.8,22.7,100,601.0,1.0
2023-01-15 10:00:00,-0.7,23.2,96,666.0,0.96
2023-01-15 11:00:00,-0.5,23.2,93,725.0,0.93
2023-01-15 12:00:00,-0.6,22.2,37,747.0,0.37
2023-01-15 13:00:00,-0.4,18.9,24,734.0,0.24
2023-01-15 14:00:00,-0.4,16.2,14,701.0,0.14
2023-01-15 15:00:00,-0.9,13.9,4,638.0,0.04
2023-01-15 16:00:00,-1.6,13.7,0,552.0,0.0
2023-01-15 17:00:00,-2.2,14.6,0,453.0,0.0
2023-01-15 18:00:00,-2.8,15.8,0,349.0,0.0
2023-01-15 19:00:00,-3.3,17.3,0,251.0,0.0
2023-01-15 20:00:00,-3.9,18.9,0,164.0,0.0
2023-01-15 21:00:00,-4.4,20.9,0,96.0,0.0
2023-01-15 22:00:00,-5.0,22.2,0,49.0,0.0
2023-01-15 23:00:00,-5.2,24.4,0,26.0,0.0
2023-01-16 00:00:00,-5.6,25.9,0,20.0,0.0
2023-01-16 01:00:00,-4.5,28.0,0,29.0,0.0
2023-01-16 02:00:00,-4.2,30.0,0,58.0,0.0
2023-01-16 03:00:00,-3.9,28.6,0,109.0,0.0
2023-01-16 04:00:00,-3.5,28.5,0,184.0,0.0
2023-01-16 05:00:00,-3.2,27.9,0,275.0,0.0
2023-01-16 06:00:00,-2.9,25.5,0,378.0,0.0
2023-01-16 07:00:00,-2.5,22.4,0,483.0,0.0
2023-01-16 08:00:00,-2.1,20.3,0,581.0,0.0
2023-01-16 09:00:00,-1.7,20.7,0,666.0,0.0
2023-01-16 10:00:00,-1.5,20.8,0,730.0,0.0
2023-01-16 11:00:00,-1.5,20.4,0,769.0,0.0
2023-01-16 12:00:00,-1.5,18.8,0,779.0,0.0
2023-01-16 13:00:00,-1.4,19.4,0,761.0,0.0
2023-01-16 14:00:00,-1.6,19.9,0,715.0,0.0
2023-01-16 15:00:00,-1.8,20.8,0,646.0,0.0
2023-01-16 16:00:00,-2.1,21.9,0,558.0,0.0
2023-01-16 17:00:00,-2.5,23.0,0,457.0,0.0
2023-01-16 18:00:00,-2.8,24.8,0,352.0,0.0
2023-01-16 19:00:00,-3.2,24.4,0,251.0,0.0
2023-01-16 20:00:00,-4.4,17.2,0,162.0,0.0
2023-01-16 21:00:00,-3.9,30.0,0,93.0,0.0
2023-01-16 22:00:00,-4.1,30.5,0,47.0,0.0
2023-01-16 23:00:00,-4.1,31.6,0,23.0,0.0
2023-01-17 00:00:00,-4.0,30.1,0,17.0,0.0
2023-01-17 01:00:00,-3.8,30.4,0,26.0,0.0
2023-01-17 02:00:00,-3.6,31.6,0,54.0,0.0
2023-01-17 03:00:00,-3.6,33.1,0,105.0,0.0
2023-01-17 04:00:00,-3.5,34.7,0,179.0,0.0
2023-01-17 05:00:00,-3.4,36.7,40,265.0,0.4
2023-01-17 06:00:00,-3.0,35.3,96,349.0,0.96
2023-01-17 07:00:00,-2.5,32.9,100,425.0,1.0
2023-01-17 08:00:00,-2.1,31.8,100,446.0,1.0
2023-01-17 09:00:00,-1.8,31.3,100,432.0,1.0
2023-01-17 10:00:00,-1.7,31.8,97,575.0,0.97
2023-01-17 11:00:00,-1.8,33.5,95,674.0,0.95
2023-01-17 12:00:00,-2.0,33.2,96,665.0,0.96
2023-01-17 13:00:00,-1.9,32.2,99,608.0,0.99
2023-01-17 14:00:00,-1.9,32.0,96,632.0,0.96
2023-01-17 15:00:00,-2.0,31.5,92,551.0,0.92
2023-01-17 16:00:00,-2.3,30.8,90,453.0,0.9
2023-01-17 17:00:00,-2.5,29.5,96,352.0,0.96
2023-01-17 18:00:00,-2.7,30.0,100,284.0,1.0
2023-01-17 19:00:00,-3.0,30.9,100,155.0,1.0
2023-01-17 20:00:00,-3.2,31.1,100,93.0,1.0
2023-01-17 21:00:00,-3.3,31.2,100,54.0,1.0
2023-01-17 22:00:00,-3.5,31.0,100,27.0,1.0
2023-01-17 23:00:00,-3.8,30.8,100,13.0,1.0
2023-01-18 00:00:00,-3.8,29.0,100,9.0,1.0
2023-01-18 01:00:00,-3.8,28.2,100,14.0,1.0
2023-01-18 02:00:00,-3.9,27.2,100,30.0,1.0
2023-01-18 03:00:00,-3.9,25.7,100,58.0,1.0
2023-01-18 04:00:00,-3.9,24.7,100,100.0,1.0
2023-01-18 05:00:00,-3.8,26.0,100,152.0,1.0
2023-01-18 06:00:00,-3.9,26.4,100,211.0,1.0
2023-01-18 07:00:00,-3.7,26.0,100,302.0,1.0
2023-01-18 08:00:00,-3.5,24.9,100,425.0,1.0
2023-01-18 09:00:00,-3.2,22.6,100,544.0,1.0
2023-01-18 10:00:00,-3.0,21.9,100,619.0,1.0
2023-01-18 11:00:00,-2.9,22.7,98,694.0,0.98
2023-01-18 12:00:00,-3.1,23.5,90,745.0,0.9
2023-01-18 13:00:00,-3.3,24.2,100,725.0,1.0
2023-01-18 14:00:00,-3.4,24.1,91,682.0,0.91
2023-01-18 15:00:00,-3.6,23.5,74,617.0,0.74
2023-01-18 16:00:00,-3.9,23.5,68,538.0,0.68
2023-01-18 17:00:00,-4.1,24.0,81,415.0,0.81
2023-01-18 18:00:00,-4.5,24.3,65,317.0,0.65
2023-01-18 19:00:00,-5.0,24.2,61,227.0,0.61
2023-01-18 20:00:00,-5.4,23.9,47,145.0,0.47
2023-01-18 21:00:00,-5.8,22.9,30,80.0,0.3
2023-01-18 22:00:00,-6.2,23.6,30,39.0,0.3
2023-01-18 23:00:00,-6.5,24.0,72,17.0,0.72
2023-01-19 00:00:00,-5.6,25.9,88,12.0,0.88
2023-01-19 01:00:00,-5.6,25.9,100,17.0,1.0
2023-01-19 02:00:00,-5.5,26.2,99,36.0,0.99
2023-01-19 03:00:00,-5.3,24.8,100,75.0,1.0
